"name","norad_id","launch_date","decay_date","time_days","event","end_date","activity_snapshot","launch_site","orbit_center","orbit_class","orbit_type","object_type","owner","country_owner","users","purpose","launch_vehicle","perigee","apogee","inclination","period","mass","expected_lifetime","expected_lifetime_missing"
"O3B FM4",39189,2013-06-25,NA,3597,0,2023-05-01,"active","FRGUI","EA","MEO","Equatorial","PAY","O3B","United Kingdom","Commercial","Communications","Soyuz-ST",8062,"8069",0.04,287.93,700,4,1
"O3B FM2",39190,2013-06-25,NA,3597,0,2023-05-01,"active","FRGUI","EA","MEO","Equatorial","PAY","O3B","United Kingdom","Commercial","Communications","Soyuz-ST",8063,"8069",0.03,287.93,700,4,1
"O3B PFM",39191,2013-06-25,NA,3597,0,2023-05-01,"active","FRGUI","EA","MEO","Equatorial","PAY","O3B","United Kingdom","Commercial","Communications","Soyuz-ST",8063,"8069",0.03,287.93,700,4,1
"IRIS",39197,2013-06-28,NA,3594,0,2023-05-01,"active","WRAS","EA","LEO","Sun-Synchronous","PAY","US","USA","Government","Space Science","L1011",620,"664",97.9,97.5,236,2,0
"IRNSS-1A",39199,2013-07-01,NA,3591,0,2023-05-01,"active","SRILR","EA","GEO","Unknown","PAY","IND","India","Government","Navigation/Regional Positioning","PSLV",35712,"35872",27.1,1436,1425,12,0
"SJ-11-05",39202,2013-07-15,NA,3577,0,2023-05-01,"active","JSC","EA","LEO","Sun-Synchronous","PAY","PRC","China","Government","Technology Development","Long March 2C",689,"704",98.1,98.7,260,4,1
"MUOS-2",39206,2013-07-19,NA,3573,0,2023-05-01,"active","AFETR","EA","GEO","Unknown","PAY","US","USA","Military","Communications","Atlas 5",35550,"36023",4.11,1436.1,6804,12,0
"SHIYAN-7 (SY-7)",39208,2013-07-19,NA,3573,0,2023-05-01,"active","TAISC","EA","LEO","Sun-Synchronous","PAY","PRC","China","Military","Technology Development","Long March 4C",668,"672",98.06,98.15,260,4,1
"CHUANGXIN-3 (CX-3)",39209,2013-07-19,NA,3573,0,2023-05-01,"active","TAISC","EA","LEO","Sun-Synchronous","PAY","PRC","China","Government","Technology Development","Long March 2C",665,"672",98.03,96.43,200,4,1
"SHIJIAN-15 (SJ-15)",39210,2013-07-19,NA,3573,0,2023-05-01,"active","TAISC","EA","LEO","Sun-Synchronous","PAY","PRC","China","Government","Technology Development","Long March 3C",661,"673",98.06,98.08,260,4,1
"ALPHASAT",39215,2013-07-25,NA,3567,0,2023-05-01,"active","FRGUI","EA","GEO","Unknown","PAY","IM","United Kingdom/ESA","Government/Commercial","Communications/Technology Development","Ariane 5 ECA",35786,"35787",0.02,1436.09,6650,15,0
"INSAT-3D",39216,2013-07-25,NA,3567,0,2023-05-01,"active","FRGUI","EA","GEO","Unknown","PAY","IND","India","Government","Earth Observation","Ariane 5 ECA",35782,"35791",0.24,1436.09,2090,4,1
"WGS F6 (USA 244)",39222,2013-08-08,NA,3553,0,2023-05-01,"active","AFETR","EA","GEO","Unknown","PAY","US","USA","Military","Communications","Delta 4",35772,"35801",0,1436.1,5990,14,0
"ARIRANG-5 (KOMPSAT-5)",39227,2013-08-22,NA,3539,0,2023-05-01,"active","DLS","EA","LEO","Sun-Synchronous","PAY","SKOR","South Korea","Government/Commercial","Earth Observation","Dnepr",535,"552",97.6,95.5,1400,5,0
"USA 245",39232,2013-08-28,NA,3533,0,2023-05-01,"active","AFWTR","EA","LEO","Elliptical","PAY","US","USA","Military","Earth Observation","Delta 4 Heavy",257,"997",97.8,97.25,18000,5,0
"ES'HAIL 1",39233,2013-08-29,NA,3532,0,2023-05-01,"active","FRGUI","EA","GEO","Unknown","PAY","AB","Multinational","Commercial","Communications","Ariane 5 ECA",35725,"35767",0.08,1434.03,260,15,0
"GSAT-7",39234,2013-08-29,NA,3532,0,2023-05-01,"active","FRGUI","EA","GEO","Unknown","PAY","IND","India","Military","Communications","Ariane 5 ECA",35757,"35814",0.19,1436,2650,7,0
"AMOS-4",39237,2013-08-31,NA,3530,0,2023-05-01,"active","TYMSC","EA","GEO","Unknown","PAY","ISRA","Israel","Military/Commercial","Communications","Zenit 2SB",35633,"35796",0.01,1432,260,12,0
"YAOGAN-17 01A",39239,2013-09-01,NA,3529,0,2023-05-01,"active","JSC","EA","LEO","Non-Polar Inclined","PAY","PRC","China","Military","Earth Observation","Long March 4C",1076,"1111",63.41,107.12,260,4,1
"YAOGAN-17 01B",39240,2013-09-01,NA,3529,0,2023-05-01,"active","JSC","EA","LEO","Non-Polar Inclined","PAY","PRC","China","Military","Earth Observation","Long March 4C",1080,"1111",63.42,107.13,260,4,1
"YAOGAN-17 01C",39241,2013-09-01,NA,3529,0,2023-05-01,"active","JSC","EA","LEO","Non-Polar Inclined","PAY","PRC","China","Military","Earth Observation","Long March 4C",890,"1112",63.47,105.14,260,4,1
"GONETS-M 5",39249,2013-09-11,NA,3519,0,2023-05-01,"active","PLMSC","EA","LEO","Polar","PAY","CIS","Russia","Commercial","Communications","Rokot",1482,"1507",82.49,115.86,270,7,0
"GONETS-M 6",39250,2013-09-11,NA,3519,0,2023-05-01,"active","PLMSC","EA","LEO","Polar","PAY","CIS","Russia","Commercial","Communications","Rokot",1493,"1508",82.49,116,270,7,0
"GONETS-M 7",39251,2013-09-11,NA,3519,0,2023-05-01,"active","PLMSC","EA","LEO","Polar","PAY","CIS","Russia","Commercial","Communications","Rokot",1494,"1509",92.49,116.02,270,7,0
"HISAKI (SPRINT-A)",39253,2013-09-14,NA,3516,0,2023-05-01,"active","KSCUT","EA","Elliptical","Unknown","PAY","JPN","Japan","Government","Space Science","Epsilon",952,"1155",31,106.27,348,1,0
"AEHF-3 (USA 246)",39256,2013-09-18,NA,3512,0,2023-05-01,"active","AFETR","EA","GEO","Unknown","PAY","US","USA","Military","Communications","Atlas 5",35700,"35803",4.2,1436.1,6169,14,0
"FENGYUN 3C",39260,2013-09-23,NA,3507,0,2023-05-01,"active","TAISC","EA","LEO","Sun-Synchronous","PAY","PRC","China","Government","Earth Observation","Long March 4C",827,"828",98.81,101.45,2300,4,1
"CASSIOPE",39265,2013-09-29,NA,3501,0,2023-05-01,"active","AFWTR","EA","LEO","Elliptical","PAY","CA","Canada","Government","Earth Science","Falcon 9",325,"1486",81,103.11,490,2,0
"ASTRA 2E",39285,2013-09-29,NA,3501,0,2023-05-01,"active","TYMSC","EA","GEO","Unknown","PAY","SES","Luxembourg","Commercial","Communications","Proton M",35781,"35793",0.11,1436.12,6052,15,0
"SHIJIAN-16 (SJ-16)",39358,2013-10-25,NA,3475,0,2023-05-01,"active","JSC","EA","LEO","Polar","PAY","PRC","China","Government","Technology Development","Long March 4B",599,"616",74.98,96.85,260,4,1
"FM-6",39360,2013-10-25,NA,3475,0,2023-05-01,"active","TYMSC","EA","GEO","Unknown","PAY","US","USA","Commercial","Communications","Proton M",35785,"35791",0.08,1436.16,6020,15,0
"RADUGA-1M 3",39375,2013-11-11,NA,3458,0,2023-05-01,"active","TYMSC","EA","GEO","Unknown","PAY","CIS","Russia","Military","Communications","Proton M",35777,"35797",0.1,1436.13,2400,5,0
"YAOGAN-19",39410,2013-11-20,NA,3449,0,2023-05-01,"active","TAISC","EA","LEO","Sun-Synchronous","PAY","PRC","China","Military","Earth Observation","Long March 4C",1201,"1207",100.48,109.51,260,4,1
"APRIZESAT 7",39416,2013-11-21,NA,3448,0,2023-05-01,"active","DLS","EA","LEO","Sun-Synchronous","PAY","US","Canada","Commercial","Communications","Dnepr",594,"653",97.8,97.17,12,4,1
"ZACUBE-1 (TSHEPISOSAT)",39417,2013-11-21,NA,3448,0,2023-05-01,"active","DLS","EA","LEO","Sun-Synchronous","PAY","SAFR","South Africa","Civil","Technology Development/Educational","Dnepr",592,"633",97.6,97.2,2,4,1
"SKYSAT-A",39418,2013-11-21,NA,3448,0,2023-05-01,"active","DLS","EA","LEO","Sun-Synchronous","PAY","US","USA","Commercial","Earth Observation","Dnepr",567,"599",97.81,96.34,260,4,1
"DUBAISAT-2",39419,2013-11-21,NA,3448,0,2023-05-01,"active","DLS","EA","LEO","Sun-Synchronous","PAY","UAE","United Arab Emirates","Government","Earth Observation","Dnepr",585,"603",97.8,96.56,300,5,0
"OPTOS",39420,2013-11-21,NA,3448,0,2023-05-01,"active","DLS","EA","LEO","Sun-Synchronous","PAY","SPN","Spain","Government","Technology Development","Dnepr",594,"797",97.8,98.7,3,4,1
"WNISAT-1",39423,2013-11-21,NA,3448,0,2023-05-01,"active","DLS","EA","LEO","Sun-Synchronous","PAY","JPN","Japan","Commercial","Earth Observation","Dnepr",594,"849",97.8,99.2,10,2,0
"APRIZESAT 8",39425,2013-11-21,NA,3448,0,2023-05-01,"active","DLS","EA","LEO","Sun-Synchronous","PAY","US","USA/Argentina","Commercial","Communications/Maritime Tracking","Dnepr",594,"669",97.8,97.99,12,4,1
"GOMX-1",39430,2013-11-21,NA,3448,0,2023-05-01,"active","DLS","EA","LEO","Sun-Synchronous","PAY","DEN","Denmark","Commercial","Technology Development","Dnepr",593,"819",97.7,98.9,5,4,1
"CUBEBUG-2 (LO-74)",39440,2013-11-21,NA,3448,0,2023-05-01,"active","DLS","EA","LEO","Sun-Synchronous","PAY","ARGN","Argentina","Civil","Technology Development","Dnepr",594,"715",97.8,97.8,2,4,1
"FUNCUBE-1 (AO-73)",39444,2013-11-21,NA,3448,0,2023-05-01,"active","DLS","EA","LEO","Sun-Synchronous","PAY","UK","Netherlands","Civil","Communications","Dnepr",594,"683",97.8,97.4,1,4,1
"SWARM B",39451,2013-11-22,NA,3447,0,2023-05-01,"active","PLMSC","EA","LEO","Polar","PAY","ESA","ESA","Government","Earth Observation","Rokot",473,"476",87.3,93.9,468,4,0
"SWARM A",39452,2013-11-22,NA,3447,0,2023-05-01,"active","PLMSC","EA","LEO","Polar","PAY","ESA","ESA","Government","Earth Observation","Rokot",473,"476",87.3,93.9,468,4,0
"SWARM C",39453,2013-11-22,NA,3447,0,2023-05-01,"active","PLMSC","EA","LEO","Polar","PAY","ESA","ESA","Government","Earth Observation","Rokot",486,"496",87.5,94,468,4,0
"SHIYAN-5 (SY-5)",39455,2013-11-25,NA,3444,0,2023-05-01,"active","JSC","EA","LEO","Sun-Synchronous","PAY","PRC","China","Government","Earth Observation","Long March 2D",739,"755",97.9,99.7,204,4,1
"SES-8",39460,2013-12-03,NA,3436,0,2023-05-01,"active","AFETR","EA","GEO","Unknown","PAY","SES","Luxembourg","Commercial","Communications","Falcon 9",35777,"35795",0.02,1436.07,3138,15,0
"USA 247",39462,2013-12-06,NA,3433,0,2023-05-01,"active","AFWTR","EA","LEO","Non-Polar Inclined","PAY","US","USA","Military","Earth Observation","Atlas 5",1066,"1081",123,106.7,260,4,1
"ALICE",39467,2013-12-06,NA,3433,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Military","Technology Development","Atlas 5",443,"886",120.3,98,5,4,1
"SNAP-3",39468,2013-12-06,2025-04-23,3433,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Military","Communications","Atlas 5",443,"886",120.3,98,260,4,1
"MCUBED-2",39472,2013-12-06,NA,3433,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Military","Technology Development","Atlas 5",443,"886",120.3,98,5,4,1
"TACSAT 6",39473,2013-12-06,NA,3433,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Military","Technology Development","Atlas 5",443,"886",120.3,98,260,4,1
"SMDC ONE 2.3",39474,2013-12-06,NA,3433,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Military","Technology Development","Atlas 5",443,"886",120.3,98,5,4,1
"INMARSAT 5-F1",39476,2013-12-08,NA,3431,0,2023-05-01,"active","TYMSC","EA","GEO","Unknown","PAY","IM","United Kingdom","Commercial","Communications","Proton M",35784,"35790",0.06,1436.13,6070,15,0
"TKSAT-1 (TUPAC KATARI)",39481,2013-12-20,NA,3419,0,2023-05-01,"active","XICLF","EA","GEO","Unknown","PAY","BOL","Bolivia","Government","Communications","Long March 3B",35773,"35799",0.27,1436.07,5000,4,1
"COSMOS 2488 (RODNIK-S 7)",39483,2013-12-25,NA,3414,0,2023-05-01,"active","PLMSC","EA","LEO","Polar","PAY","CIS","Russia","Military","Communications","Rokot",1478,"1509",82.5,115.9,280,5,0
"COSMOS 2489 (RODNIK-S 8)",39484,2013-12-25,NA,3414,0,2023-05-01,"active","PLMSC","EA","LEO","Polar","PAY","CIS","Russia","Military","Communications","Rokot",1477,"1507",82.5,115.8,280,5,0
"COSMOS 2490 (RODNIK-S 9)",39485,2013-12-25,NA,3414,0,2023-05-01,"active","PLMSC","EA","LEO","Polar","PAY","CIS","Russia","Military","Communications","Rokot",1482,"1511",82.5,115.8,280,5,0
"EXPRESS-AM5",39487,2013-12-26,NA,3413,0,2023-05-01,"active","TYMSC","EA","GEO","Unknown","PAY","CIS","Russia","Commercial","Communications","Proton M",35420,"35940",0.08,1430.6,3400,15,0
"GSAT-14",39498,2014-01-05,NA,3403,0,2023-05-01,"active","SRILR","EA","GEO","Unknown","PAY","IND","India","Government","Communications","GSLV",35763,"35810",0.23,1436.1,1982,12,0
"THAICOM 6",39500,2014-01-06,NA,3402,0,2023-05-01,"active","AFETR","EA","GEO","Unknown","PAY","THAI","Thailand","Commercial","Communications","Falcon 9",35786,"35796",0.05,1436.3,3325,15,0
"TDRS 12",39504,2014-01-24,NA,3384,0,2023-05-01,"active","AFETR","EA","GEO","Unknown","PAY","US","USA","Government","Communications","Atlas 5",35780,"35785",6.99,1435.88,3454,15,0
"ABS-2",39508,2014-02-06,NA,3371,0,2023-05-01,"active","FRGUI","EA","GEO","Unknown","PAY","ABS","Multinational","Commercial","Communications","Ariane 5 ECA",35778,"35793",0.08,1436.03,6330,15,0
"ATHENA-FIDUS",39509,2014-02-06,NA,3371,0,2023-05-01,"active","FRGUI","EA","GEO","Unknown","PAY","FRIT","France/Italy","Government/Military","Communications","Ariane 5 ECA",35784,"35788",0.05,1436.06,3080,15,0
"TURKSAT 4A",39522,2014-02-14,NA,3363,0,2023-05-01,"active","TYMSC","EA","GEO","Unknown","PAY","TURK","Turkey","Commercial","Communications","Proton",35776,"35797",0.01,1436.08,4869,15,0
"NAVSTAR 69 (USA 248)",39533,2014-02-21,NA,3356,0,2023-05-01,"active","AFETR","EA","MEO","Non-Polar Inclined","PAY","US","USA","Military/Commercial","Navigation/Global Positioning","Delta 4",20457,"20469",54.98,729.39,1630,10,0
"GPM-CORE",39574,2014-02-27,NA,3350,0,2023-05-01,"active","TANSC","EA","LEO","Non-Polar Inclined","PAY","JPN","USA/Japan","Government","Earth Observation","H2A",392,"409",65.02,92.57,3850,4,1
"EXPRESS-AT1",39612,2014-03-15,NA,3334,0,2023-05-01,"active","TYMSC","EA","GEO","Unknown","PAY","CIS","Russia","Commercial","Communications","Proton M",35781,"35804",0.06,1436.4,1726,15,0
"EXPRESS-AT2",39613,2014-03-15,NA,3334,0,2023-05-01,"active","TYMSC","EA","GEO","Unknown","PAY","CIS","Russia","Commercial","Communications","Proton M",35609,"35715",0.1,1429.75,1427,15,0
"AMAZONAS 4A",39616,2014-03-22,NA,3327,0,2023-05-01,"active","FRGUI","EA","GEO","Unknown","PAY","SPN","Spain","Commercial","Communications","Ariane 5 ECA",35784,"35795",0.08,1436.24,2938,15,0
"ASTRA 5B",39617,2014-03-22,NA,3327,0,2023-05-01,"active","FRGUI","EA","GEO","Unknown","PAY","SES","Luxembourg","Commercial","Communications","Ariane 5 ECA",35787,"35793",0.05,1436.26,5724,15,0
"SJ-11-06",39624,2014-03-31,NA,3318,0,2023-05-01,"active","JSC","EA","LEO","Sun-Synchronous","PAY","PRC","China","Government","Technology Development","Long March 2C",688,"704",98.26,98.69,260,4,1
"SENTINEL-1A",39634,2014-04-03,NA,3315,0,2023-05-01,"active","FRGUI","EA","LEO","Sun-Synchronous","PAY","ESA","ESA","Government","Earth Observation","Soyuz",691,"693",98.16,98.61,2300,7,0
"IRNSS-1B",39635,2014-04-04,NA,3314,0,2023-05-01,"active","SRILR","EA","GEO","Unknown","PAY","IND","India","Government","Navigation/Regional Positioning","PSLV",35695,"35880",30.97,1436.14,1432,12,0
"OFEQ 10",39650,2014-04-09,2024-07-14,3309,0,2023-05-01,"active","YAVNE","EA","LEO","Non-Polar Inclined","PAY","ISRA","Israel","Military","Earth Observation","Shavit",385,"601",140.94,94.47,300,5,0
"USA 250",39652,2014-04-10,NA,3308,0,2023-05-01,"active","AFETR","EA","GEO","Unknown","PAY","US","USA","Military","Earth Observation","Atlas 5",35500,"35500",7,1436,3900,4,1
"LUCH-5V",39727,2014-04-28,NA,3290,0,2023-05-01,"active","TYMSC","EA","GEO","Unknown","PAY","CIS","Russia","Government","Communications","Proton M",35767,"35802",4.76,1435.99,1148,10,0
"KAZSAT-3",39728,2014-04-28,NA,3290,0,2023-05-01,"active","TYMSC","EA","GEO","Unknown","PAY","KAZ","Kazakhstan","Commercial","Communications","Proton M",35784,"35789",0.12,1436.08,260,15,0
"KAZEOSAT 1",39731,2014-04-30,NA,3288,0,2023-05-01,"active","FRGUI","EA","LEO","Sun-Synchronous","PAY","KAZ","Kazakhstan","Government","Earth Observation","Vega",751,"754",98.53,99.87,830,7.25,0
"NAVSTAR 70 (USA 251)",39741,2014-05-17,NA,3271,0,2023-05-01,"active","AFETR","EA","MEO","Non-Polar Inclined","PAY","US","USA","Military/Commercial","Navigation/Global Positioning","Delta 4",20174,"20188",55.05,717.92,1630,10,0
"USA 252",39751,2014-05-22,NA,3266,0,2023-05-01,"active","AFETR","EA","GEO","Unknown","PAY","US","USA","Military","Communications","Atlas 5",35500,"35500",4,1436.1,260,4,1
"COSMOS 2496 (RODNIK-S 10)",39761,2014-05-23,NA,3265,0,2023-05-01,"active","PLMSC","EA","LEO","Polar","PAY","CIS","Russia","Military","Communications","Rokot",1480,"1511",82.44,115.88,280,5,0
"COSMOS 2497 (RODNIK-S 11)",39762,2014-05-23,NA,3265,0,2023-05-01,"active","PLMSC","EA","LEO","Polar","PAY","CIS","Russia","Military","Communications","Rokot",1478,"1510",82.45,115.85,280,5,0
"COSMOS 2498 (RODNIK-S 12)",39763,2014-05-23,NA,3265,0,2023-05-01,"active","PLMSC","EA","LEO","Polar","PAY","CIS","Russia","Military","Communications","Rokot",1477,"1509",82.44,115.82,280,5,0
"ALOS-2",39766,2014-05-24,NA,3264,0,2023-05-01,"active","TANSC","EA","LEO","Sun-Synchronous","PAY","JPN","Japan","Government","Earth Observation","H2A",630,"635",97.88,97.36,2120,7,0
"UNIFORM 1",39767,2014-05-24,NA,3264,0,2023-05-01,"active","TANSC","EA","LEO","Sun-Synchronous","PAY","JPN","Japan","Civil","Earth Observation","H2A",622,"629",97.87,97.2,50,4,1
"SOCRATES",39768,2014-05-24,NA,3264,0,2023-05-01,"active","TANSC","EA","LEO","Sun-Synchronous","PAY","JPN","Japan","Commercial","Technology Development","H2A",618,"629",97.87,97.17,48,4,1
"RISING 2",39769,2014-05-24,NA,3264,0,2023-05-01,"active","TANSC","EA","LEO","Sun-Synchronous","PAY","JPN","Japan","Civil","Earth Observation","H2A",625,"630",97.88,97.27,41,4,1
"SPROUT",39770,2014-05-24,2024-08-12,3264,0,2023-05-01,"active","TANSC","EA","LEO","Sun-Synchronous","PAY","JPN","Japan","Civil","Technology Development","H2A",614,"629",97.87,97.13,7.1,4,1
"EUTELSAT 3B",39773,2014-05-26,NA,3262,0,2023-05-01,"active","SEAL","EA","GEO","Unknown","PAY","EUTE","Multinational","Commercial","Communications","Zenit 3SL",35782,"35791",0.07,1436.1,5967,15,0
"COSMOS 2500 [GLONASS-M]",40001,2014-06-14,NA,3243,0,2023-05-01,"active","PLMSC","EA","MEO","Non-Polar Inclined","PAY","CIS","Russia","Military/Commercial","Navigation/Global Positioning","Soyuz-2.1b",19114,"19146",64.77,675.73,1415,7,0
"KAZEOSAT 2",40010,2014-06-19,NA,3238,0,2023-05-01,"active","DLS","EA","LEO","Sun-Synchronous","PAY","KAZ","Kazakhstan","Government","Earth Observation","Dnepr",612,"636",97.99,97.19,185,7,0
"HODOYOSHI-4",40011,2014-06-19,NA,3238,0,2023-05-01,"active","DLS","EA","LEO","Sun-Synchronous","PAY","JPN","Japan","Government","Technology Development","Dnepr",613,"650",97.99,97.35,60,4,1
"DEIMOS-2",40013,2014-06-19,NA,3238,0,2023-05-01,"active","DLS","EA","LEO","Sun-Synchronous","PAY","SPN","Spain","Government","Earth Observation","Dnepr",597,"619",97.99,96.85,310,10,0
"BUGSAT-1 (TITA)",40014,2014-06-19,NA,3238,0,2023-05-01,"active","DLS","EA","LEO","Sun-Synchronous","PAY","ARGN","Argentina","Commercial","Technology Development","Dnepr",570,"617",97.99,96.55,25,4,1
"HODOYOSHI-3",40015,2014-06-19,NA,3238,0,2023-05-01,"active","DLS","EA","LEO","Sun-Synchronous","PAY","JPN","Japan","Government","Technology Development","Dnepr",613,"666",97.98,97.51,60,4,1
"APRIZESAT 9",40018,2014-06-19,NA,3238,0,2023-05-01,"active","DLS","EA","LEO","Sun-Synchronous","PAY","US","USA","Commercial","Communications/Maritime Tracking","Dnepr",613,"715",97.9,98,12,4,1
"APRIZESAT 10",40019,2014-06-19,NA,3238,0,2023-05-01,"active","DLS","EA","LEO","Sun-Synchronous","PAY","US","USA/Argentina","Commercial","Communications/Maritime Tracking","Dnepr",613,"733",97.9,98,12,4,1
"BRITE-CA1 (TORONTO)",40020,2014-06-19,NA,3238,0,2023-05-01,"active","DLS","EA","LEO","Sun-Synchronous","PAY","CA","Canada","Civil","Space Science","Dnepr",613,"739",97.97,98.27,10,4,1
"PERSEUS-M2",40037,2014-06-19,NA,3238,0,2023-05-01,"active","DLS","EA","LEO","Sun-Synchronous","PAY","CIS","Russia","Commercial","Communications","Dnepr",606,"624",97.99,96.99,6,4,1
"PERSEUS-M1",40039,2014-06-19,NA,3238,0,2023-05-01,"active","DLS","EA","LEO","Sun-Synchronous","PAY","CIS","Russia","Commercial","Communications","Dnepr",607,"625",97.99,96.99,6,4,1
"POLYITAN-1",40042,2014-06-19,NA,3238,0,2023-05-01,"active","DLS","EA","LEO","Sun-Synchronous","PAY","UKR","Ukraine","Civil","Technology Development","Dnepr",606,"626",97.99,97.03,1,4,1
"TIGRISAT",40043,2014-06-19,NA,3238,0,2023-05-01,"active","DLS","EA","LEO","Sun-Synchronous","PAY","IRAQ","Iraq","Civil","Earth Observation","Dnepr",611,"698",97.98,97.82,1,4,1
"LEMUR-1",40044,2014-06-19,NA,3238,0,2023-05-01,"active","DLS","EA","LEO","Sun-Synchronous","PAY","US","USA","Commercial","Technology Development","Dnepr",612,"697",97.98,97.82,10,4,1
"AEROCUBE 6A",40045,2014-06-19,NA,3238,0,2023-05-01,"active","DLS","EA","LEO","Sun-Synchronous","PAY","US","USA","Commercial","Technology Development","Dnepr",614,"700",97.98,97.88,5,3,0
"AEROCUBE 6B",40046,2014-06-19,NA,3238,0,2023-05-01,"active","DLS","EA","LEO","Sun-Synchronous","PAY","US","USA","Commercial","Technology Development","Dnepr",614,"700",97.98,97.88,5,3,0
"SPOT 7",40053,2014-06-30,NA,3227,0,2023-05-01,"active","SRILR","EA","LEO","Sun-Synchronous","PAY","AZER","France/Belgium/Sweden","Commercial","Earth Observation","PSLV-CA",643,"660",98.2,97.77,714,10,0
